unixtime,measurement
1754448557,-0.020039294410177905
1754448558,-0.09862054036876752
1754448559,-0.07182358091981167
1754448560,-0.05643823316044809
1754448561,-0.036849654721576794
1754448562,-0.09507217773622019
1754448563,-0.014605890155484622
1754448564,0.03801336319799219
1754448565,0.06266484293383036
1754448566,0.101741158494094
1754448567,0.13736618429069197
1754448568,0.23225251900934119
1754448569,0.24174043339162435
1754448570,0.21596696030759402
1754448571,0.15499349139372515
1754448572,0.23549832391773134
1754448573,0.23880909390110866
1754448574,0.24886744188044282
1754448575,0.27494540010115737
1754448576,0.27447572074367443
1754448577,0.2947602118167696
1754448578,0.2406824644963014
1754448579,0.2521346936768741
1754448580,0.2074082407369343
1754448581,0.18753493646019137
1754448582,0.16603783043737846
1754448583,0.08575578382509241
1754448584,0.07226018493263901
1754448585,0.1419615952909437
1754448586,0.10474970264017767
1754448587,0.1389689913958238
1754448588,0.1280107686323432
1754448589,0.16821729998961482
1754448590,0.19860659799338556
1754448591,0.22107921134935374
1754448592,0.30807348638074544
1754448593,0.3299233636153175
1754448594,0.4001534966345579
1754448595,0.306516709958796
1754448596,0.2444750125972573
1754448597,0.24717843780164156
1754448598,0.159801197945399
1754448599,0.12394201804081091
1754448600,0.16232641494300276
1754448601,0.22237437546122013
1754448602,0.2716096421649121
1754448603,0.24826508595394686
1754448604,0.2304553522537866
1754448605,0.19184297897665337
1754448606,0.23401831010589094
1754448607,0.14965495011434943
1754448608,0.0843319057923814
1754448609,0.14169128927590632
1754448610,0.04888574957385122
1754448611,-0.005130650254913563
1754448612,0.03453840232411333
1754448613,0.11481730949000492
1754448614,0.20494517206798468
1754448615,0.25956270695858596
1754448616,0.28279724111295373
1754448617,0.19542240984789233
1754448618,0.24539489388508845
1754448619,0.25501781654577765
1754448620,0.3297223675277474
1754448621,0.26628738564710197
1754448622,0.2880616973619724
1754448623,0.36440859154653416
1754448624,0.3496862054542376
1754448625,0.3885729452563743
1754448626,0.3848380136108791
1754448627,0.42158414781997783
1754448628,0.5045849064705012
1754448629,0.5213285629674793
1754448630,0.4398035031662185
1754448631,0.4604086953878919
1754448632,0.526916469111829
1754448633,0.4747666535058471
1754448634,0.5230282598023475
1754448635,0.5588944753208527
1754448636,0.536671112092786
1754448637,0.5790031086379196
1754448638,0.6119920404685313
1754448639,0.6109972705405528
1754448640,0.5254129980624994
1754448641,0.6163790526117273
1754448642,0.5560671049415119
1754448643,0.5892252974488468
1754448644,0.6299199222551136
1754448645,0.71698114094952
1754448646,0.6779783316564892
1754448647,0.701490178171166
1754448648,0.7150342871770032
1754448649,0.6756683539864214
1754448650,0.7661949330471899
1754448651,0.8142524181834939
1754448652,0.7695428068646103
1754448653,0.7402377380082094
1754448654,0.6957121166133354
1754448655,0.7860187937384878
1754448656,0.7948668919883097
1754448657,0.8539817816086662
1754448658,0.7637330026864508
1754448659,0.8562893652377463
1754448660,0.8330141046217988
1754448661,0.8905232258700677
1754448662,0.8917349530286806
1754448663,0.7940455846824593
1754448664,0.7389111820282013
1754448665,0.7778082562086118
1754448666,0.8240201199936222
1754448667,0.8895933587615493
1754448668,0.9556555833298719
1754448669,1.0497469019967742
1754448670,1.115385283007342
1754448671,1.1506980545476682
1754448672,1.1255627743936611
1754448673,1.1236614997282626
1754448674,1.081785684606746
1754448675,1.1063829194900758
1754448676,1.1814480913694663
1754448677,1.1681766902273758
1754448678,1.203092412859855
1754448679,1.2998195523872866
1754448680,1.3645307252085779
1754448681,1.3549410617785536
1754448682,1.3917091041671796
1754448683,1.3765656512276572
1754448684,1.359334066164749
1754448685,1.3189643301535723
1754448686,1.4097030030551831
1754448687,1.3098213823140497
1754448688,1.2202063398058984
1754448689,1.2346923121141566
1754448690,1.137353866935735
1754448691,1.136156519735143
1754448692,1.041834578470696
1754448693,0.9998066573560116
1754448694,1.0532942589029595
1754448695,0.9578915747588512
1754448696,1.0436260815511496
1754448697,1.0349676606028846
1754448698,1.0066609215176998
1754448699,0.9701156491146973
1754448700,1.0409613589692233
1754448701,1.0529226462977779
1754448702,1.1127711382365444
1754448703,1.0669526503047733
1754448704,1.0428023200489562
1754448705,0.9916600204289587
1754448706,1.071993283696026
1754448707,1.0484576930407417
1754448708,1.1402179056881352
1754448709,1.1957773289586235
1754448710,1.1455146998155745
1754448711,1.2094695225556464
1754448712,1.203160165055214
1754448713,1.1094288365552483
1754448714,1.0689486871501275
1754448715,1.0431856219405464
1754448716,0.9853019281166282
1754448717,0.9906216643222622
1754448718,0.8956573163617737
1754448719,0.9945935022191806
1754448720,1.0772390034049428
1754448721,1.1625179193616118
1754448722,1.131345864223522
1754448723,1.047587054628252
1754448724,1.065851698888596
1754448725,1.1438051403061402
1754448726,1.0728958966741173
1754448727,1.1537896693209946
1754448728,1.1447886736432349
1754448729,1.0944968880049983
1754448730,1.1655899772510994
1754448731,1.0864080409501247
1754448732,1.0146147046575842
1754448733,0.940370083346213
1754448734,0.9065917481000786
1754448735,0.9298046818777841
1754448736,0.9069400539442062
1754448737,0.9472027659043416
1754448738,1.0392294924570502
1754448739,1.064209542422118
1754448740,1.0269247444038723
1754448741,0.9737567543967818
1754448742,0.9806446566465512
1754448743,1.0285180090127608
1754448744,0.9830579163658018
1754448745,1.064439006565339
1754448746,1.090891015945332
1754448747,1.038920600666705
1754448748,0.9865985464850355
1754448749,0.9426257783836676
1754448750,0.902456204948496
1754448751,0.917102976250129
1754448752,0.8725476966111682
1754448753,0.8973091559893144
1754448754,0.8066547484411831
1754448755,0.8508223375183747
1754448756,0.7951555007538791
1754448757,0.7789353013741941
1754448758,0.8293281648234856
1754448759,0.7781500318959318
1754448760,0.7981583181371373
1754448761,0.7546136494752962
1754448762,0.7680285197092287
1754448763,0.7955015966769708
1754448764,0.8481819000684948
1754448765,0.8611300263193624
1754448766,0.8385478672930983
1754448767,0.7905450707787908
1754448768,0.7938652304833451
1754448769,0.8233530468575021
1754448770,0.7637374250237846
1754448771,0.8205638106525811
1754448772,0.8828570269843263
1754448773,0.8141371151579252
1754448774,0.8740809753624986
1754448775,0.8263360401522731
1754448776,0.9255996746973048
1754448777,0.9930975820865078
1754448778,0.896677318855378
1754448779,0.8087903270291921
1754448780,0.8716447179953088
1754448781,0.8399229961257155
1754448782,0.8610454044548476
1754448783,0.8733909345854146
1754448784,0.9338839777336665
1754448785,0.9239893772262637
1754448786,0.8914584426079588
1754448787,0.9213029080324416
1754448788,0.9939556470932502
1754448789,0.9134670855584189
1754448790,0.8664933456020835
1754448791,0.9476656761227187
1754448792,0.9133182389694392
1754448793,0.9427576617390333
1754448794,0.9825695071828864
1754448795,1.041612518509858
1754448796,0.9898309217852471
1754448797,1.0895174426975653
1754448798,1.1510866679331966
1754448799,1.1378324505632988
1754448800,1.0384177776941512
1754448801,1.1034164156311561
1754448802,1.005604319322828
1754448803,0.9972368962502184
1754448804,1.052962239794333
1754448805,1.137645411473269
1754448806,1.0536001138510949
1754448807,0.9657093018668719
1754448808,1.06524742738745
1754448809,1.0861143147934564
1754448810,1.0582269702270988
1754448811,1.08008542709945
1754448812,1.0847349085633846
1754448813,1.0022529808311897
1754448814,0.961867002630647
1754448815,0.9178513734604548
1754448816,0.890781346838371
1754448817,0.7958981035307471
1754448818,0.7546983535230593
1754448819,0.768293068548264
1754448820,0.8166512286582748
1754448821,0.7830215391345771
1754448822,0.7096633320558932
1754448823,0.6216906901385942
1754448824,0.5890039052248034
1754448825,0.5793975207008978
1754448826,0.4983198177837238
1754448827,0.5553903920414734
1754448828,0.6434992486835935
1754448829,0.7190762610184311
1754448830,0.6877838319166016
1754448831,0.591203906540827
1754448832,0.6176323094107581
1754448833,0.6224177412231038
1754448834,0.6681593295022302
1754448835,0.6647062033124674
1754448836,0.6045343975100401
1754448837,0.6630022402100085
1754448838,0.5734253537701841
1754448839,0.5397229635480445
1754448840,0.5105223920623514
1754448841,0.5019960798799209
1754448842,0.5835800206485692
1754448843,0.6375356965010667
1754448844,0.6923707722609764
1754448845,0.7616979685856459
1754448846,0.7182119950093423
1754448847,0.8163301889440118
1754448848,0.9110649000595331
1754448849,1.0088105630449897
1754448850,1.107564374511353
1754448851,1.0761958259372246
1754448852,1.1559711161089827
1754448853,1.075439375109543
1754448854,1.002262674449506
1754448855,1.0213385496729708
1754448856,1.1063432228876093
1754448857,1.2012519312994914
1754448858,1.2066164584599863
1754448859,1.1235813523231875
1754448860,1.145771586820019
1754448861,1.2112807724444026
1754448862,1.216053549743134
1754448863,1.1739095263943469
1754448864,1.1166011710035706
1754448865,1.1994564402035708
1754448866,1.2428861558963402
1754448867,1.1949384211608387
1754448868,1.2319005632392832
1754448869,1.2721465314355602
1754448870,1.1917797964447803
1754448871,1.094592088262587
1754448872,0.9968832583793557
1754448873,1.0963924000893104
1754448874,1.0633616836888031
1754448875,1.1380089702320266
1754448876,1.090642339116158
1754448877,1.1847393258349341
1754448878,1.2023796704434615
1754448879,1.2255821720013071
1754448880,1.2451170937207126
1754448881,1.2727814349682
1754448882,1.215583428303717
1754448883,1.185151501314418
1754448884,1.216917622371214
1754448885,1.2501801120776947
1754448886,1.1830109141714802
1754448887,1.15404528703396
1754448888,1.072220744406506
1754448889,1.133519727285869
1754448890,1.0996575512128635
1754448891,1.0302510598599381
1754448892,1.0486699078553845
1754448893,0.9659366343227871
1754448894,1.006582854490241
1754448895,0.9739002152509912
1754448896,0.9392125865893896
1754448897,0.9277609407732101
1754448898,0.890090036025172
1754448899,0.9145734033952683
