unixtime,measurement
1754448557,0.05681630079904548
1754448558,0.06467895338390404
1754448559,0.007471159985606643
1754448560,-0.005774815555515109
1754448561,0.013325766088102653
1754448562,-0.04600109681645795
1754448563,-0.06234955157852806
1754448564,-0.021753910064046672
1754448565,0.022136276082964507
1754448566,0.09587251071117575
1754448567,0.18407970404745336
1754448568,0.27118179086027105
1754448569,0.19427881700504884
1754448570,0.09799206155153434
1754448571,0.18025225850531063
1754448572,0.2620757706769272
1754448573,0.26790175059765897
1754448574,0.19666075719148934
1754448575,0.25128850200587016
1754448576,0.17555488436284317
1754448577,0.18208680394800486
1754448578,0.1894478760736249
1754448579,0.25184743489006234
1754448580,0.33844946439999685
1754448581,0.2708082692411905
1754448582,0.22911964205975138
1754448583,0.14742593215721356
1754448584,0.10816348058748652
1754448585,0.03779129237404649
1754448586,-0.05630103166690811
1754448587,-0.07004063118312014
1754448588,-0.15099327593307305
1754448589,-0.055664471268308785
1754448590,0.009893316872700925
1754448591,-0.002866160647070237
1754448592,0.029287882997212022
1754448593,0.04401515728653177
1754448594,0.08972964485484047
1754448595,0.038822161492675145
1754448596,-0.010187275192609382
1754448597,0.021511274682334422
1754448598,-0.07636154777166818
1754448599,-0.15424638921406195
1754448600,-0.07288744492191943
1754448601,-0.012027191721744712
1754448602,0.06358939338889769
1754448603,0.03971234494442122
1754448604,0.0610987502760673
1754448605,0.12336057140699593
1754448606,0.1258559672391083
1754448607,0.08748713116092481
1754448608,0.15549663446436895
1754448609,0.24736051165196982
1754448610,0.3369776804432436
1754448611,0.36242948517150636
1754448612,0.43103282134137644
1754448613,0.45621131428208583
1754448614,0.4286792730810958
1754448615,0.47577462496401546
1754448616,0.5566437501438644
1754448617,0.5159984561523947
1754448618,0.5615355820712729
1754448619,0.5837473911062178
1754448620,0.49533006425479864
1754448621,0.4387010248516215
1754448622,0.3906267657726214
1754448623,0.3416893324917844
1754448624,0.34621896592869295
1754448625,0.3275734168046088
1754448626,0.4186899512825517
1754448627,0.40512896022191136
1754448628,0.47744340122983064
1754448629,0.40188096657932815
1754448630,0.41560214755701513
1754448631,0.44497812669755155
1754448632,0.41038058805045413
1754448633,0.40204669831809436
1754448634,0.41796804029153156
1754448635,0.4650716851055906
1754448636,0.4724252789656858
1754448637,0.4474253828556869
1754448638,0.39565125783002864
1754448639,0.47630921125187986
1754448640,0.5535831269567879
1754448641,0.48300072948683315
1754448642,0.5381150040175291
1754448643,0.45662128094783155
1754448644,0.4229634795150345
1754448645,0.4552579712170698
1754448646,0.4578983764757867
1754448647,0.4016298199560405
1754448648,0.31895480719261066
1754448649,0.22523411672245952
1754448650,0.30225895033767125
1754448651,0.24721188368589525
1754448652,0.2937878979339026
1754448653,0.3794268298343657
1754448654,0.400992347929806
1754448655,0.31080238485232753
1754448656,0.32983963717265075
1754448657,0.3545844429085838
1754448658,0.36021900674895585
1754448659,0.37510442695759394
1754448660,0.3983926492766796
1754448661,0.31010899582386775
1754448662,0.4047082281377411
1754448663,0.42650457511260753
1754448664,0.3450726080251038
1754448665,0.41809943379502174
1754448666,0.47111422954852356
1754448667,0.5131974365457725
1754448668,0.5117580263225866
1754448669,0.5971171238054669
1754448670,0.6736438054489906
1754448671,0.5772973575562612
1754448672,0.5690935487377821
1754448673,0.651365776802761
1754448674,0.691508540502348
1754448675,0.7875518838218483
1754448676,0.8791461742784382
1754448677,0.868566538400793
1754448678,0.78949107569122
1754448679,0.8844060823381688
1754448680,0.8165005918407031
1754448681,0.8520290681066099
1754448682,0.9371214121679174
1754448683,0.895928196083379
1754448684,0.9616952555920486
1754448685,0.9409508321436867
1754448686,0.9187346737912646
1754448687,1.0163266598693546
1754448688,1.0106686742185413
1754448689,1.110273709989762
1754448690,1.1216000111231004
1754448691,1.1483159636185354
1754448692,1.2316463848160786
1754448693,1.2571364272718453
1754448694,1.253745531365808
1754448695,1.1880618625288142
1754448696,1.1107120557851526
1754448697,1.0638301467704805
1754448698,1.0753166596505537
1754448699,1.1221990278651646
1754448700,1.0405537119706627
1754448701,1.0677454748419462
1754448702,1.127894906666899
1754448703,1.1684516909035267
1754448704,1.1144164254997497
1754448705,1.033145294489547
1754448706,1.0008096868261773
1754448707,0.9638876913181711
1754448708,1.04969634867664
1754448709,0.9794035860079036
1754448710,0.8814367762541394
1754448711,0.9033272323942609
1754448712,0.9860707425635971
1754448713,0.957088583425065
1754448714,0.9463889832880156
1754448715,0.9442808794487849
1754448716,1.0275626214697027
1754448717,1.0684354959036466
1754448718,1.1486925310848943
1754448719,1.1804345597812014
1754448720,1.2480069062067127
1754448721,1.2778185897742496
1754448722,1.2559753306598904
1754448723,1.2401228562533175
1754448724,1.2906620983379211
1754448725,1.3399606456350446
1754448726,1.3930277231915613
1754448727,1.3388358627984631
1754448728,1.2606658226874743
1754448729,1.279279475296631
