unixtime,measurement
1754448557,0.08915415105040786
1754448558,0.14847401806529728
1754448559,0.11207196892209613
1754448560,0.1855025363673633
1754448561,0.11411109611131881
1754448562,0.09107389862255975
1754448563,0.09237801559602211
1754448564,0.15479940474792991
1754448565,0.08570802529002788
1754448566,0.12155104463237909
1754448567,0.14140076382208105
1754448568,0.09637518016382679
1754448569,0.15328319164755705
1754448570,0.07573856531005814
1754448571,0.050513216269187006
1754448572,0.052050117452868416
1754448573,0.026462621927838506
1754448574,-0.03695590027756733
1754448575,-0.0017093879795147954
1754448576,-0.09566843574800853
1754448577,-0.15494342268272368
1754448578,-0.20767587520207687
1754448579,-0.12146823070923163
1754448580,-0.2194803334595416
1754448581,-0.24123508314777384
1754448582,-0.19791599838114063
1754448583,-0.25353143228549313
1754448584,-0.19074005638113015
1754448585,-0.22375832942028479
1754448586,-0.24684004926846015
1754448587,-0.31396455000528983
1754448588,-0.24720574278823812
1754448589,-0.17437107062839316
1754448590,-0.22554501800962248
1754448591,-0.1563096714355053
1754448592,-0.23778793869009662
1754448593,-0.29523805837195105
1754448594,-0.2766999131583286
1754448595,-0.204940409183876
1754448596,-0.11077601732761139
1754448597,-0.07347958667947196
1754448598,-0.06571550153291206
1754448599,-0.14853134471254628
1754448600,-0.22213106721516762
1754448601,-0.2990261939513101
1754448602,-0.3834303874234724
1754448603,-0.37491149470549767
1754448604,-0.4527105093472463
1754448605,-0.4431309044987796
1754448606,-0.5201303537398904
1754448607,-0.5678748252598693
1754448608,-0.5998191898821471
1754448609,-0.5256874555472834
1754448610,-0.5423935063733025
1754448611,-0.5041089133718725
1754448612,-0.5922808101998918
1754448613,-0.6520780889999672
1754448614,-0.6407634421302654
1754448615,-0.7273023047134742
1754448616,-0.7934075964871456
1754448617,-0.8238800946554843
1754448618,-0.7399931090634432
1754448619,-0.7836762663408007
1754448620,-0.8726005182163946
1754448621,-0.9638434023739729
1754448622,-0.9307971448340748
1754448623,-0.9185090126840451
1754448624,-0.9797036808570131
1754448625,-1.015585602691349
1754448626,-0.9295312801304002
1754448627,-1.0291630855105915
1754448628,-1.0247990178372879
1754448629,-1.0452904089510815
1754448630,-0.9674920723467222
1754448631,-0.8846114092222279
1754448632,-0.8641987090824247
1754448633,-0.9271932486771124
1754448634,-0.8544091626939279
1754448635,-0.7846718520553249
1754448636,-0.8318228240636832
1754448637,-0.8321775404080866
1754448638,-0.8306278635463489
1754448639,-0.8256894215179854
1754448640,-0.8955434451485215
1754448641,-0.8096158946092618
1754448642,-0.8798333038741828
1754448643,-0.828007075068358
1754448644,-0.8669460612767731
1754448645,-0.9169571750989894
1754448646,-0.8925785185143119
1754448647,-0.9704591345486037
1754448648,-0.948505448187422
1754448649,-0.8504919462303099
1754448650,-0.8537448705413879
1754448651,-0.7887530829103356
1754448652,-0.740853660776102
1754448653,-0.7786229247611998
