unixtime,measurement
1754448557,0.0014032375021858778
1754448558,0.06221562295460428
1754448559,0.03094982645306546
1754448560,0.05702893061282649
1754448561,0.006759815335659641
1754448562,-0.08515139594534733
1754448563,-0.12125123719591663
1754448564,-0.11950656542689188
1754448565,-0.1733105814799047
1754448566,-0.21660891471443905
1754448567,-0.22042868204170246
1754448568,-0.19680573105147298
1754448569,-0.18383059456441772
1754448570,-0.09547620558781411
1754448571,0.002070591389889659
1754448572,0.09319925157715778
1754448573,0.013592432705332919
1754448574,-0.016751754792831294
1754448575,0.06526536929492831
1754448576,-0.034407792619219
1754448577,-0.07111580455474951
1754448578,-0.12488297184490296
1754448579,-0.18454444071871035
1754448580,-0.21886877040771552
1754448581,-0.1848690864910392
1754448582,-0.2193459331901348
1754448583,-0.2545542381000274
1754448584,-0.15948578135027305
1754448585,-0.22002247778964812
1754448586,-0.17852077557895554
1754448587,-0.1508616608955184
1754448588,-0.12958900968951595
1754448589,-0.1985323971155375
1754448590,-0.25279411209732955
1754448591,-0.2998229364411945
1754448592,-0.3240647465321935
1754448593,-0.25289009396863843
1754448594,-0.18823507313052812
1754448595,-0.11830094436574104
1754448596,-0.02734701330748629
1754448597,-0.09782198460462166
1754448598,-0.07421175031848641
1754448599,-0.008972240936926376
1754448600,-0.027641490902718308
1754448601,0.06599338169671545
1754448602,-0.029310514875142094
1754448603,0.01704936511143161
1754448604,0.029264853283060596
1754448605,0.11198748355954168
1754448606,0.04050443837764231
1754448607,0.11974198919883411
1754448608,0.08477954485615767
1754448609,0.13306000197638645
1754448610,0.04708796178985765
1754448611,0.1159138020522562
1754448612,0.06933656321422926
1754448613,0.08898502490094494
1754448614,0.03950697660478835
1754448615,0.08571813131883063
1754448616,-0.007072168248448668
1754448617,-0.07642994003547213
1754448618,-0.10810699399886486
1754448619,-0.1507243088152942
1754448620,-0.13416858153804073
1754448621,-0.09698403357031246
1754448622,-0.1402334956259754
1754448623,-0.09388123059104145
1754448624,-0.07733667382440418
1754448625,-0.13562854370516264
1754448626,-0.15508426230027902
1754448627,-0.2325474330639941
1754448628,-0.2932281459612752
1754448629,-0.2336632121462738
1754448630,-0.13378154866832592
1754448631,-0.13788821548644728
1754448632,-0.0909074797664777
1754448633,-0.13891525466922366
1754448634,-0.09608623994153492
1754448635,-0.0338228310782131
1754448636,0.06092513225454885
1754448637,-0.03574899126842958
1754448638,-0.0872020231201296
1754448639,-0.12952532094716837
1754448640,-0.07948431701350075
1754448641,-0.1452561806222364
1754448642,-0.17349110434905657
1754448643,-0.09939661941554245
1754448644,-0.14408269508644214
1754448645,-0.07283612191130134
1754448646,-0.08354910730237378
1754448647,-0.17090387717662325
1754448648,-0.1694628731502356
1754448649,-0.15245116753353943
1754448650,-0.16557006286572284
1754448651,-0.2457887728612007
1754448652,-0.2626684659766365
1754448653,-0.16342257137782648
1754448654,-0.15374009448240367
1754448655,-0.1821303492906301
1754448656,-0.12801027105831966
1754448657,-0.12730234863891526
1754448658,-0.17601666380365333
1754448659,-0.17884716207313903
1754448660,-0.13698579512978928
1754448661,-0.052253839369260674
1754448662,0.006541612984033052
1754448663,0.07570032526124984
1754448664,0.06416445053028241
1754448665,0.10238250244429842
1754448666,0.15742262742239013
1754448667,0.12741424944751814
1754448668,0.10636669987309902
1754448669,0.1871481977212789
1754448670,0.1290599709025114
1754448671,0.20607687771668542
1754448672,0.12894534793895618
1754448673,0.07229336734687494
1754448674,-0.0010152224260166903
1754448675,-0.019401980004817423
1754448676,-0.04526050753567647
1754448677,-0.016574449833397356
1754448678,0.06516061400510455
1754448679,0.14033698355772306
1754448680,0.1842211097635401
1754448681,0.24294961057553197
1754448682,0.2138660947727246
1754448683,0.11656285714874637
1754448684,0.11854429967458331
1754448685,0.06365750673871032
1754448686,-0.025165504321274484
1754448687,0.06917532504763546
1754448688,0.11220837368411007
1754448689,0.19050026820042898
1754448690,0.09535347392963961
1754448691,0.16498182066350767
1754448692,0.24729875902418375
1754448693,0.34639085829615424
1754448694,0.3912956872231637
1754448695,0.412200209617225
1754448696,0.35931206381487935
1754448697,0.3632286223705918
1754448698,0.354330519394664
1754448699,0.3508881885874783
1754448700,0.3221499990731338
